"","ENSEMBL","ENTREZID","SYMBOL","TXCHROM"
"31042","ENSG00000231246","105378909","LINC02884",NA
"31044","ENSG00000231249","100996539","ITPR1-DT",NA
"31046","ENSG00000231252","101926964","LOC101926964",NA
"31047","ENSG00000231253","105373006","LINC01640",NA
"31048","ENSG00000231254","646249","PCED1CP",NA
"31050","ENSG00000231256","284067","CFAP97D1","chr17"
"31057","ENSG00000231270","392529","COBLP1",NA
"31060","ENSG00000231274","100130827","SBK3","chr19"
"31062","ENSG00000231278","403275","OR9S24P",NA
"31064","ENSG00000231290","149773","APCDD1L-DT","chr20"
"31071","ENSG00000231298","100216001","MANCR","chr10"
"31074","ENSG00000231301","387043","RPL13AP",NA
"31076","ENSG00000231304","100874028","SGO1-AS1","chr3"
"31079","ENSG00000231307","140761","RPS3P2",NA
"31080","ENSG00000231310","100874217","TBL1XR1-AS1",NA
"31081","ENSG00000231311","442864","PRYP2",NA
"31082","ENSG00000231312","728730","MAP4K3-DT","chr2"
"31084","ENSG00000231316","100270990","RPL31P29",NA
"31085","ENSG00000231317","643348","LOC643348",NA
"31086","ENSG00000231322","399670","RPL13AP17","chr7"
"31088","ENSG00000231326","105376348","LINC02662",NA
"31089","ENSG00000231327","100133985","LINC01816","chr2"
"31093","ENSG00000231332","106478938","OOEP-AS1",NA
"31094","ENSG00000231333","100270998","RPL34P6",NA
"31102","ENSG00000231349","100420166","LOC100420166",NA
"31107","ENSG00000231357","100131264","LOC100131264",NA
"31109","ENSG00000231359","100271193","RPL31P34",NA
"31110","ENSG00000231361","100271588","RPS29P23",NA
"31113","ENSG00000231365","101929147","WARS2-AS1",NA
"31115","ENSG00000231367","101929596","LINC02613",NA
"31116","ENSG00000231368","100270917","RPSAP40",NA
"31119","ENSG00000231373","101927422","GNA14-AS1",NA
"31124","ENSG00000231382","205655","NBPF21P",NA
"31125","ENSG00000231383","100873986","FGF12-AS1",NA
"31126","ENSG00000231384","100420939","LOC100420939",NA
"31128","ENSG00000231388","100418721","FMN2P1",NA
"31129","ENSG00000231389","3113","HLA-DPA1","chr6"
"31142","ENSG00000231396","100287144","USP17L10","chr4"
"31145","ENSG00000231399","100874423","SNRPEP8",NA
"31147","ENSG00000231402","387122","WASF5P",NA
"31153","ENSG00000231411","100887073","DUX4L31",NA
"31157","ENSG00000231416","100270995","RPL34P5",NA
"31159","ENSG00000231418","105375224","LOC105375224",NA
"31160","ENSG00000231419","154822","LINC00689","chr7"
"31161","ENSG00000231420","105373683","LINC01817",NA
"31163","ENSG00000231422","101929025","LINC01516",NA
"31164","ENSG00000231423","100287234","RAB9AP5",NA
"31166","ENSG00000231426","100132735","FILNC1","chr6"
"31167","ENSG00000231427","102723605","LINC01445",NA
"31168","ENSG00000231428","104355146","LINC00396",NA
"31169","ENSG00000231431","100420005","FAR2P4",NA
"31173","ENSG00000231437","643355","LINC01750","chr1"
"31174","ENSG00000231439","100132169","WASIR2",NA
"31177","ENSG00000231442","644578","LARP1BP1",NA
"31181","ENSG00000231449","100271068","RPS16P4",NA
"31182","ENSG00000231453","285084","LINC01305","chr2"
"31184","ENSG00000231458","390766","RNASEH1P2",NA
"31193","ENSG00000231473","100862704","RB1-DT","chr13"
"31194","ENSG00000231475","28398","IGHV4-30-2",NA
"31197","ENSG00000231478","106480444","FCF1P9",NA
"31203","ENSG00000231490","100420155","RPL7L1P2",NA
"31204","ENSG00000231491","100049717","JKAMPP1",NA
"31206","ENSG00000231494","100270955","RPL21P35",NA
"31209","ENSG00000231500","6222","RPS18","chr6"
"31215","ENSG00000231501","106478909","MTND4LP1",NA
"31219","ENSG00000231507","100506775","LINC01353",NA
"31220","ENSG00000231508","100271308","RPL34P20",NA
"31232","ENSG00000231527","100132948","FAM27C","chr9"
"31234","ENSG00000231528","286333","FAM225A","chr9"
"31238","ENSG00000231532","727982","LINC01249","chr2"
"31241","ENSG00000231535","100873962","LINC00278","chrY"
"31243","ENSG00000231537","107075152","MTCO3P10",NA
"31244","ENSG00000231538","101927591","DPP10-AS3",NA
"31255","ENSG00000231551","100132057","PDE4DIPP6",NA
"31256","ENSG00000231552","391526","IGBP1P3",NA
"31257","ENSG00000231553","100420295","MRM3P1",NA
"31258","ENSG00000231556","100130721","RSL24D1P3",NA
"31260","ENSG00000231559","100132988","RPL37AP3",NA
"31261","ENSG00000231560","400002","CLEC12A-AS1",NA
"31263","ENSG00000231562","100271398","RPL7AP44",NA
"31271","ENSG00000231570","111082966","PPIAP63",NA
"31272","ENSG00000231574","102724550","LINC02015",NA
"31273","ENSG00000231576","107075230","MTCO2P20",NA
"31275","ENSG00000231582","107075306","MTND4LP21",NA
"31279","ENSG00000231586","100419472","RPS23P9",NA
"31280","ENSG00000231587","692093","SNORD62B",NA
"31285","ENSG00000231597","124907978","LOC124907978",NA
"31290","ENSG00000231605","101928484","LINC01363",NA
"31292","ENSG00000231607","8847","DLEU2","chr13"
"31293","ENSG00000231609","100132215","EHBP1-AS1","chr2"
"31294","ENSG00000231610","391349","PIK3CDP1",NA
"31297","ENSG00000231615","646870","LOC646870",NA
"31298","ENSG00000231616","124900638","LOC124900638",NA
"31301","ENSG00000231621","101927596","ANKRD44-AS1",NA
"31304","ENSG00000231626","105373524","LOC105373524",NA
"31307","ENSG00000231635","507","ATP5F1BP1",NA
"31308","ENSG00000231636","100874031","AGBL5-AS1",NA
"31309","ENSG00000231637","728405","USP17L29",NA
"31310","ENSG00000231638","100506895","LUARIS","chr7"
"31312","ENSG00000231645","284196","KRT17P6",NA
"31313","ENSG00000231646","107985781","FSIP2-AS1",NA
"31315","ENSG00000231649","404770","SPATA31B1P",NA
"31317","ENSG00000231651","100873930","DLG3-AS1",NA
"31318","ENSG00000231652","101928489","CD109-AS1",NA
"31322","ENSG00000231660","100270871","RPS8P6",NA
"31324","ENSG00000231663","101927765","COA6-AS1",NA
"31326","ENSG00000231666","646268","LINC01704","chr1"
"31327","ENSG00000231667","81136","OR7E111P",NA
"31329","ENSG00000231671","104355286","LINC01307",NA
"31331","ENSG00000231674","144776","LINC00410","chr13"
"31334","ENSG00000231680","107984366","LINC02723",NA
"31336","ENSG00000231682","105373934","LINC01891",NA
"31337","ENSG00000231683","101927136","LOC101927136",NA
"31340","ENSG00000231688","100271163","RPL21P43",NA
"31341","ENSG00000231689","104355152","LINC01090",NA
"31342","ENSG00000231690","80069","LINC00574","chr6"
"31349","ENSG00000231701","644716","BMS1P13",NA
"31361","ENSG00000231716","386745","CDY23P",NA
"31362","ENSG00000231718","400800","LINC02789",NA
"31364","ENSG00000231721","378805","LINC-PINT","chr7"
"31368","ENSG00000231725","100312803","VN1R110P",NA
"31371","ENSG00000231729","100874355","ARHGEF9-IT1",NA
"31373","ENSG00000231735","643960","RPS2P18",NA
"31374","ENSG00000231738","144448","TSPAN19","chr12"
"31378","ENSG00000231742","101927541","LINC01273",NA
"31383","ENSG00000231749","104355297","ABCA9-AS1",NA
"31385","ENSG00000231752","647121","EMBP1","chr1"
"31392","ENSG00000231763","106479032","SLC66A2P1",NA
"31394","ENSG00000231765","94298","PPP1R11P2",NA
"31395","ENSG00000231766","107075181","MTCO2P5",NA
"31396","ENSG00000231767","100271374","RPS27AP5",NA
"31397","ENSG00000231768","100506795","LINC01354","chr1"
"31401","ENSG00000231776","105377880","LINC01611",NA
"31402","ENSG00000231777","100873243","MTND4P21",NA
"31405","ENSG00000231782","439934","LINC00575","chr4"
"31406","ENSG00000231784","100131454","DBIL5P","chr17"
"31407","ENSG00000231787","115482691","H2BP9",NA
"31408","ENSG00000231788","341356","RPL31P50",NA
"31409","ENSG00000231789","101929074","PIK3CD-AS2",NA
"31417","ENSG00000231804","100271189","RPL21P85",NA
"31421","ENSG00000231810","100271610","RPL36AP35",NA
"31422","ENSG00000231811","101927888","LOC101927888",NA
"31423","ENSG00000231812","100310853","SNRPCP9",NA
"31424","ENSG00000231814","100885798","LINC00210","chr1"
"31426","ENSG00000231817","101929344","LINC01198",NA
"31427","ENSG00000231821","442006","NPM1P48",NA
"31429","ENSG00000231824","642597","AKAIN1","chr18"
"31430","ENSG00000231826","102723854","LINC01819",NA
"31431","ENSG00000231827","343052","LOC343052",NA
"31434","ENSG00000231831","4523","MTHFD1P1",NA
"31436","ENSG00000231839","100420073","DPY19L4P2",NA
"31439","ENSG00000231845","100873899","HMGB3P14",NA
"31440","ENSG00000231848","124907760","LOC124907760",NA
"31441","ENSG00000231849","106480802","UBE2V2P4",NA
"31442","ENSG00000231851","101927492","MRPS9-AS1",NA
"31443","ENSG00000231852","1589","CYP21A2","chr6"
"31451","ENSG00000231857","100129288","MORF4L1P5",NA
"31452","ENSG00000231858","105373805","STAT4-AS1",NA
"31454","ENSG00000231861","402135","OR5K2","chr3"
"31457","ENSG00000231866","100652967","LOC100652967",NA
"31460","ENSG00000231870","729682","KRT17P3",NA
"31461","ENSG00000231871","100873949","IPO9-AS1",NA
"31462","ENSG00000231873","105377043","LOC105377043",NA
"31463","ENSG00000231874","642796","TSPY18P",NA
"31465","ENSG00000231876","102723536","LOC102723536",NA
"31468","ENSG00000231879","100419095","TXNL1P1",NA
"31471","ENSG00000231882","104413892","F10-AS1",NA
"31474","ENSG00000231887","5554","PRH1","chr12"
"31476","ENSG00000231889","643749","TRAF3IP2-AS1","chr6"
"31481","ENSG00000231897","100631261","MARK2P14",NA
"31482","ENSG00000231898","101929753","MYO3B-AS1",NA
"31483","ENSG00000231900","645538","GOT2P1",NA
"31485","ENSG00000231902","105375971","LOC105375971",NA
"31490","ENSG00000231908","100507475","IDH1-AS1","chr2"
"31491","ENSG00000231909","392288","MAP1LC3BP1",NA
"31492","ENSG00000231910","100129452","GAMTP2",NA
"31493","ENSG00000231911","101060176","TPRKBP1",NA
"31495","ENSG00000231913","106481659","RARRES2P3",NA
"31497","ENSG00000231915","100130785","SALL4P5",NA
"31499","ENSG00000231918","730100","LOC730100",NA
"31500","ENSG00000231920","100128511","NEBL-AS1","chr10"
"31503","ENSG00000231924","5669","PSG1","chr19"
"31504","ENSG00000231925","6892","TAPBP","chr6"
"31511","ENSG00000231929","392545","HMGB3P31",NA
"31517","ENSG00000231940","440732","RPS7P3",NA
"31519","ENSG00000231943","103344932","PGM5P4-AS1",NA
"31520","ENSG00000231944","101928259","PHKA1-AS1",NA
"31522","ENSG00000231948","100874343","HS1BP3-IT1",NA
"31527","ENSG00000231954","100873228","MTND2P22",NA
"31530","ENSG00000231957","401646","GNAI2P2",NA
"31533","ENSG00000231964","102724323","LOC102724323",NA
"31534","ENSG00000231965","100271154","RPL17P29",NA
"31537","ENSG00000231969","101929231","MMADHC-DT",NA
"31539","ENSG00000231971","101928231","CT69",NA
"31545","ENSG00000231981","100420200","RPL7L1P12",NA
"31548","ENSG00000231984","107985113","LOC107985113",NA
"31551","ENSG00000231987","101928241","LINC01787",NA
"31553","ENSG00000231989","153743","PPP1R2B","chr5"
"31558","ENSG00000231995","643630","RPL7AP76",NA
"31560","ENSG00000231999","400761","LRRC8C-DT","chr1"
"31563","ENSG00000232002","105373979","LINC01880",NA
"31565","ENSG00000232004","399748","CAP1P2",NA
"31568","ENSG00000232010","105372833","DNMT3L-AS1",NA
"31571","ENSG00000232021","641518","LEF1-AS1","chr4"
"31573","ENSG00000232023","101928765","LINC01807",NA
"31577","ENSG00000232029","100462877","ELOCP15",NA
"31578","ENSG00000232030","392433","MAGEB6B",NA
"31583","ENSG00000232036","100129573","LOC100129573",NA
"31584","ENSG00000232037","440575","RPL21P29",NA
"31585","ENSG00000232039","100287083","DEFT1P2",NA
"31586","ENSG00000232040","114821","ZBED9","chr6"
"31588","ENSG00000232041","338091","PSMD10P3",NA
"31589","ENSG00000232042","107985629","LOC107985629",NA
"31592","ENSG00000232046","100507073","LINC01798",NA
"31593","ENSG00000232048","100130196","HNRNPCP9",NA
"31599","ENSG00000232058","101928475","LOC101928475",NA
"31603","ENSG00000232064","106478931","USP9YP33",NA
"31606","ENSG00000232069","100271402","RPS29P28",NA
"31607","ENSG00000232070","643382","TMEM253","chr14"
"31610","ENSG00000232075","359743","MRPL35P2",NA
"31611","ENSG00000232077","101929184","LINC01031",NA
"31612","ENSG00000232079","284825","LINC01697",NA
"31613","ENSG00000232080","102725019","LOC102725019",NA
"31615","ENSG00000232082","100874353","RPS6KA2-IT1","chr6"
"31616","ENSG00000232083","654391","RPL31P7",NA
"31617","ENSG00000232084","150577","LINC01104",NA
"31620","ENSG00000232087","100419149","HCFC2P1",NA
"31628","ENSG00000232100","101929631","LINC01653",NA
"31630","ENSG00000232102","100873207","MTCO3P2",NA
"31631","ENSG00000232104","101929302","RFX3-DT",NA
"31633","ENSG00000232109","100312807","VN1R54P",NA
"31634","ENSG00000232110","124902477","LOC124902477",NA
"31636","ENSG00000232112","51372","TMA7","chr3"
"31637","ENSG00000232113","730159","TEX50","chr1"
"31642","ENSG00000232119","28985","MCTS1","chrX"
"31645","ENSG00000232124","105372832","LOC105372832",NA
"31646","ENSG00000232125","391475","DYTN","chr2"
"31647","ENSG00000232128","107075218","MTCO3P45",NA
"31649","ENSG00000232131","104355145","NCOA7-AS1",NA
"31650","ENSG00000232132","100874208","NDFIP2-AS1","chr13"
"31651","ENSG00000232133","100874399","IMPDH1P10",NA
"31652","ENSG00000232134","100129243","RPS15AP12",NA
"31655","ENSG00000232138","392292","IFNWP5",NA
"31656","ENSG00000232139","100506126","LINC00867",NA
"31660","ENSG00000232145","728311","RPL26P24",NA
"31661","ENSG00000232148","100337590","FMO11P",NA
"31662","ENSG00000232149","553112","FERP1",NA
"31665","ENSG00000232154","107075258","MTCYBP15",NA
"31667","ENSG00000232158","106480289","C11orf98P1",NA
"31668","ENSG00000232159","9366","RAB9BP1","chr5"
"31669","ENSG00000232160","101928578","RAP2C-AS1",NA
"31672","ENSG00000232163","100874124","RPLP1P13",NA
"31673","ENSG00000232164","729348","LINC01873",NA
"31674","ENSG00000232165","100287919","VN1R30P",NA
"31675","ENSG00000232166","100270855","RPL9P10",NA
"31677","ENSG00000232168","449518","P2RY10BP",NA
"31678","ENSG00000232170","100507143","LINC00708",NA
"31679","ENSG00000232172","642306","RPL19P15",NA
"31683","ENSG00000232176","100270865","RPS6P10",NA
"31684","ENSG00000232177","100873254","MTND4P24",NA
"31685","ENSG00000232179","107075315","MTATP6P29",NA
"31689","ENSG00000232186","646127","TERF1P7",NA
"31692","ENSG00000232190","440390","LINC02181",NA
"31693","ENSG00000232192","111216275","KIF26B-AS1",NA
"31696","ENSG00000232195","100499417","TOMM22P2",NA
"31697","ENSG00000232197","102724511","LOC102724511",NA
"31698","ENSG00000232198","109729142","MTCO2P34",NA
"31699","ENSG00000232199","646620","RPL3P8",NA
"31707","ENSG00000232212","107985456","LINC01701",NA
"31708","ENSG00000232215","81465","OR2L6P",NA
"31709","ENSG00000232216","28426","IGHV3-43",NA
"31710","ENSG00000232217","100462790","FTLP8",NA
"31713","ENSG00000232223","646693","CNN2P10",NA
"31714","ENSG00000232225","105616982","LINC01047",NA
"31715","ENSG00000232226","23757","ARSFP1",NA
"31718","ENSG00000232229","643529","LINC00865","chr10"
"31720","ENSG00000232233","102724699","LINC02043",NA
"31723","ENSG00000232237","647219","ASCL5","chr1"
"31732","ENSG00000232254","23772","CSF2RBP1",NA
"31733","ENSG00000232258","283953","TMEM114","chr16"
"31736","ENSG00000232261","100422548","LOC100422548",NA
"31737","ENSG00000232263","100131902","KRTAP25-1","chr21"
"31738","ENSG00000232264","728369","USP17L24","chr4"
"31739","ENSG00000232265","100505824","LINC02805",NA
"31740","ENSG00000232267","100129013","ACTR3P2",NA
"31741","ENSG00000232268","390037","OR52I1","chr11"
"31744","ENSG00000232277","100422091","SLC30A6P1",NA
"31746","ENSG00000232282","100856881","MTND1P32",NA
"31747","ENSG00000232283","105376162","HSD17B3-AS1",NA
"31748","ENSG00000232284","100289178","GNG12-AS1","chr1"
"31749","ENSG00000232285","100856810","ELOBP3",NA
"31751","ENSG00000232287","100874090","SLC6A1-AS1","chr3"
"31753","ENSG00000232292","542","ALDH7A1P2",NA
"31754","ENSG00000232293","780816","PAICSP7",NA
"31760","ENSG00000232301","101927721","LNCPRESS1",NA
"31761","ENSG00000232303","100422581","DFFBP1",NA
"31764","ENSG00000232307","282706","DAOA-AS1","chr13"
"31766","ENSG00000232310","101928304","LINC03002",NA
"31768","ENSG00000232316","105377957","LINC02518",NA
"31771","ENSG00000232327","100419739","LOC100419739",NA
"31774","ENSG00000232333","140752","RPS27AP2",NA
"31777","ENSG00000232337","100131736","LOC100131736",NA
"31778","ENSG00000232341","646688","RPL4P2",NA
"31780","ENSG00000232344","100419436","LOC100419436",NA
"31781","ENSG00000232346","402057","RPS17P16",NA
"31791","ENSG00000232360","124905012","LOC124905012",NA
"31792","ENSG00000232361","100288724","TRPC6P3",NA
"31795","ENSG00000232366","391106","VDAC1P9",NA
"31799","ENSG00000232373","100873204","MTCYBP3",NA
"31800","ENSG00000232374","27200","GPR79",NA
"31802","ENSG00000232377","101928386","LOC101928386",NA
"31804","ENSG00000232379","100289184","RPL22P23",NA
"31806","ENSG00000232381","81243","OR52U1P",NA
"31807","ENSG00000232382","26339","OR5K1","chr3"
"31808","ENSG00000232383","442659","RPL23P7",NA
"31809","ENSG00000232385","645968","RPS3AP25",NA
"31812","ENSG00000232388","388789","SMIM26","chr20"
"31816","ENSG00000232392","100422628","GOT2P7",NA
"31817","ENSG00000232393","646784","RPL5P6",NA
"31821","ENSG00000232398","100381178","TMPRSS11CP",NA
"31822","ENSG00000232399","100287238","USP17L13","chr4"
"31823","ENSG00000232400","9207","RAD17P1",NA
"31824","ENSG00000232401","54089","LINC00112","chr21"
"31825","ENSG00000232403","100270969","RPL27P5",NA
"31831","ENSG00000232412","101928402","STAG2-AS1",NA
"31833","ENSG00000232415","107986809","ELN-AS1",NA
"31834","ENSG00000232416","60467","BPESC1","chr3"
"31836","ENSG00000232419","252952","TTTY19","chrY"
"31839","ENSG00000232423","440561","PRAMEF6","chr1"
"31840","ENSG00000232424","106480425","USP9YP29",NA
"31841","ENSG00000232429","388532","RPL21P131",NA
"31842","ENSG00000232430","100270984","RPL31P15",NA
"31843","ENSG00000232431","100289656","LOC100289656","chr15"
"31845","ENSG00000232434","389813","AJM1","chr9"
"31848","ENSG00000232439","100133038","RPL18AP7",NA
"31849","ENSG00000232442","100505771","MHENCR",NA
"31853","ENSG00000232447","100873210","MTND5P3",NA
"31855","ENSG00000232450","100270827","RPS2P14",NA
"31857","ENSG00000232453","105378753","LINC02777",NA
"31862","ENSG00000232458","101928744","LINC01450",NA
"31863","ENSG00000232459","390650","OR4F14P",NA
"31865","ENSG00000232463","391140","RPL13P7",NA
"31868","ENSG00000232466","115482710","H3P31",NA
"31872","ENSG00000232472","644820","EEF1B2P3",NA
"31874","ENSG00000232475","106478934","HSFY5P",NA
"31875","ENSG00000232479","100887068","KRT8P52",NA
"31882","ENSG00000232490","100874206","OSBPL10-AS1","chr3"
"31889","ENSG00000232499","100421402","LOC100421402",NA
"31897","ENSG00000232514","100270881","RPL21P25",NA
"31899","ENSG00000232517","727930","CSPG4BP",NA
"31902","ENSG00000232520","151484","GCSIR","chr2"
"31906","ENSG00000232526","100420568","VDAC1P13",NA
"31907","ENSG00000232527","100996732","LINC02802",NA
"31909","ENSG00000232528","100289473","LOC100289473","chr20"
"31911","ENSG00000232530","110806283","LIF-AS1",NA
"31912","ENSG00000232531","100421788","KMT5AP2",NA
"31917","ENSG00000232539","101930746","LINC00945",NA
"31918","ENSG00000232540","100873855","RPL36P19",NA
"31920","ENSG00000232543","28495","IGHD4-11",NA
"31923","ENSG00000232548","101928031","LINC01809",NA
